,location,tweetcreatedts,clean_tweet,vader_score,vader_sentiment_label,sentiment
1611,All Over The World,2020-05-24 09:15:42,"These indeed uncertain times. It important spread: love, hope, kindness, smiles, optimism positivity. We'll sure get this. #COVID19 #Coronavirus #Stress #Trauma #Anxiety #Depression #MentalHealth #mentalillness #SelfCare #PositiveMindset #Hope https://t.co/aLRPj8SwX1",0.93,1,positive
1612,United Kingdom,2020-05-24 09:13:58,"#MentalHealthAwarenessMonth @LouisLessig @talkworkculture @PauseAndNotice Around🌎🌍#coronavirus has⬆️stress, 70% #USA say so➕before pandemic $1Trillion lost productivity globally #anxiety #depression We don’t need plan need Action! https://t.co/s4DboYg02a",-0.7901,-1,negative
1613,"Jos, Nigeria",2020-05-24 09:10:05,"These indeed uncertain times. It important spread: love, hope, kindness, smiles, optimism positivity. We'll sure get this. #COVID19 #Coronavirus #Stress #Trauma #Anxiety #Depression #MentalHealth #mentalillness #SelfCare #PositiveMindset #Hope https://t.co/aLRPj8SwX1",0.93,1,positive
1614,Global,2020-05-24 09:04:49,"#MentalHealthAwarenessMonth @LouisLessig @talkworkculture @PauseAndNotice Around🌎🌍#coronavirus has⬆️stress, 70% #USA say so➕before pandemic $1Trillion lost productivity globally #anxiety #depression We don’t need plan need Action! https://t.co/s4DboYg02a",-0.7901,-1,negative
1615,Global,2020-05-24 09:04:29,"#MentalHealthAwarenessMonth @LouisLessig @talkworkculture @PauseAndNotice Around🌎🌍#coronavirus has⬆️stress, 70% #USA say so➕before pandemic $1Trillion lost productivity globally #anxiety #depression We don’t need plan need Action! https://t.co/s4DboYg02a",-0.7901,-1,negative
1616,Global,2020-05-24 09:04:01,"#MentalHealthAwarenessMonth @LouisLessig @talkworkculture @PauseAndNotice Around🌎🌍#coronavirus has⬆️stress, 70% #USA say so➕before pandemic $1Trillion lost productivity globally #anxiety #depression We don’t need plan need Action! https://t.co/s4DboYg02a",-0.7901,-1,negative
1617,Global,2020-05-24 09:03:19,"#MentalHealthAwarenessMonth @LouisLessig @talkworkculture @PauseAndNotice Around🌎🌍#coronavirus has⬆️stress, 70% #USA say so➕before pandemic $1Trillion lost productivity globally #anxiety #depression We don’t need plan need Action! https://t.co/s4DboYg02a",-0.7901,-1,negative
1618,"England, United Kingdom",2020-05-24 09:00:11,"When life gets rough need effective coping mechanisms stress relievers. Meditation, gardening yoga stress relievers #MentalHealthAwarenessWeek #MentalHealthAwarenessWeek2020 #COVIDー19 #coronavirus #anxiety #depression #stress 🦋 https://t.co/T2yeoAIB8r",-0.7717,-1,negative
1619,United Kingdom,2020-05-24 09:00:04,How stay sane world’s going mad: An exploration Charlotte Jee online tools available help treat anxiety reaches crisis point #covid19 #leadership #stress #mindfulness https://t.co/EYunLZg87a,-0.6486,-1,negative
1620,,2020-05-24 08:48:40,Is Coronavirus harming mental health? Take quiz find out. #COVID #COVIDー19 #MentalHealthAwarenessMonth # mentalhealth #coronavirus #stress #anxiety #SaturdayMood https://t.co/r2diTe1v8O https://t.co/4wTAyNMgMq,-0.7964,-1,negative
1621,"Vila do Conde, Portugal",2020-05-24 08:28:25,Sunrise Sunday. Great family. Did 15km walk Murdoch Valley Cape Point Nature Reserve. Remember family friends tough times #Covid #stress #family #friends. Enjoy quiet storm. @PatSymcox77 @skalabrak @KFwines @FamousFacesSA https://t.co/U757dnNzPR,0.8807,1,positive
1622,"Reading, England",2020-05-24 08:20:24,Why every company must tackle mental health head-on https://t.co/BLktkmI0f3 #MentalHealthAwarenessWeek #mentalhealth #MentalHealthAwarenessWeek2020 #MentalHealthAwarenessMonth #MentalHealthMatters #mentalillness @gurugk https://t.co/s4dmvA9Yaa,0.0,0,neutral
1623,"Mathura, India",2020-05-24 08:14:14,"Thanks, @JigyasaTandon sparing time telling us #staypositive live happily #COVID19 #mentalhealth #anxiety #selfcare #depression #positivevibes #selflove #love #health #wellness #stress #trauma Thanks, @CsharpCorner organizing session https://t.co/HGTsKAtlfH",0.7579,1,positive
1624,India,2020-05-24 08:09:24,"Join us Mind Matters, go live author public speaker Shaheen Bhatt talk 'Taking charge story', Instagram Live today 7 pm #mentalhealth #COVID19 #depression @nainithaker https://t.co/WC35qSBjJw",-0.34,-1,negative
1625,Tenerife,2020-05-24 08:01:10,"“depressions global, much worse typical recessions, impact economy society last far longer” @ianbremmer https://t.co/AO3rZklkwp #crisis #COVID #depression https://t.co/AdOFL95VJj",-0.8979,-1,negative
1626,"Nashville, TN",2020-05-24 07:57:31,"POC “are likely white adults report significant stressors life result coronavirus pandemic, namely getting coronavirus (71% vs. 59%...), basic needs (61% vs. 47%), access health care services (59% vs. 46%).” #stress https://t.co/hoFr6YhvvB",-0.2263,-1,negative
1627,Philadelphia (USA),2020-05-24 07:45:55,"Thanks, @JigyasaTandon sparing time telling us #staypositive live happily #COVID19 #mentalhealth #anxiety #selfcare #depression #positivevibes #selflove #love #health #wellness #stress #trauma Thanks, @CsharpCorner organizing session https://t.co/HGTsKAtlfH",0.7579,1,positive
1628,England,2020-05-24 07:45:25,#BeKind YOU. . #selfcare #Depression #lonliness #sad #Anxiety #SelfHelp #Stress #Life #motivation #help #love #bbcnews #mentalhealth #bereavement #nhs #coronavirus #covid19 #lockdown #Counselling #free #sundayvibes #selflove #SundayThoughts #CALM https://t.co/m5zXlW8xIQ,0.6523,1,positive
1629,"New Delhi, India",2020-05-24 07:44:26,"Thanks, @JigyasaTandon sparing time telling us #staypositive live happily #COVID19 #mentalhealth #anxiety #selfcare #depression #positivevibes #selflove #love #health #wellness #stress #trauma Thanks, @CsharpCorner organizing session https://t.co/HGTsKAtlfH",0.7579,1,positive
1630,,2020-05-24 07:37:14,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,-1,negative
1631,,2020-05-24 07:36:17,And scary part... Minutes record actually said intended said #FederalReserve #FedMinutes #depression #recession #COVID19 https://t.co/Tf3oEMMjqR,-0.8658,-1,negative
1632,New Delhi,2020-05-24 07:24:41,LOVE FOR SELF IS MOST IMPORTANT #Lockdown #Corona #Covid_19 #Covid_19india #India #Stress #stressmanagement #stressrelief #stressfree #calm #happy #peace #creator #emotionalintelligence https://t.co/EGpgoumgCS,0.945,1,positive
1633,"Rochester, NY",2020-05-24 07:15:01,"Now time take control life free Anxiety, all! My ""Anxiety-Free Me"" Program includes 6 bonus videos help deal COVID-19 Pandemic! https://t.co/nyUNRfz6E7 #Anxiety #COVID19 #Stress - Order Today SAVE! https://t.co/yKr6qN5p0w",0.8781,1,positive
1634,,2020-05-24 06:45:04,Take nature's prescription today. Protect mental health. Can comment nature helps you? #healthyrich #nature #lockdown #covid #pressure #stress #mentalhealthawarenessweek #happy #health https://t.co/2KVdXJuqVz,0.5994,1,positive
1635,,2020-05-24 06:44:22,Widespread depression Covid: My thoughts The Atlantic #Covid_19 #Depression #PTSD https://t.co/loEElUzd1W,-0.8126,-1,negative
1636,17 Pentz Drive Flamingo Vlei,2020-05-24 06:26:23,Finished preparing parcels social worker 😊 Looks like I going early night 💃🏽💃🏽 #covid_19 #lockdown #welfare #socialwelfare #mother #childrensday #mentalillness #specialneedschildren https://t.co/K24dc3fpPI,0.8176,1,positive
1637,East Africa,2020-05-24 06:25:43,"We surveying thousands #Uganda #Zambia right now, results align new #UN report. Stress levels associated #depression #anxiety soaring, particularly communities least access #mentalhealth resources. https://t.co/pIY04JBnYu https://t.co/mVgXp9AquR",-0.802,-1,negative
1638,East Africa,2020-05-24 06:22:59,"You may feeling OVERWHELMED news, rumors speculation right now. To cope, check credible news sources 2x per day. Don't spread listen rumors! #mentathealthmatters #mentalhealth #depression #anxiety #COVID19 #Africa #Zambia #Uganda https://t.co/XOqEC5h5P8",-0.5038,-1,negative
1639,,2020-05-24 06:22:42,"Download: 'COVID Coach App' - App coping stress COVID self-assessments, exercises, helpful readings. Published @DeptVetAffairs. iPhone/iPad &gt;&gt; https://t.co/5DdZfH7sBc + Android &gt;&gt; https://t.co/G8P7PkpevF #covid19 #stress https://t.co/rTDs13Jwol",-0.4215,-1,negative
1640,,2020-05-24 06:19:01,"This UK #MentalHealthAwarenessWeek, learn practical tools managing #anxiety #stress #COVID19 https://t.co/tni3UCWLEy Created partnership @AllenComm, Merage Institute Foundation House. https://t.co/ihIGvW207B",-0.3612,-1,negative
1641,Berkeley | California | USA,2020-05-24 06:15:49,COVID-19 spread quickly several #psychiatric #hospitals across USA. New Jersey’s 4 state psychiatric hospitals 240 confirmed cases &amp; 5 fatalities. #COVID #mentalillness https://t.co/fivcDv71mE,-0.5994,-1,negative
1642,Motherwell,2020-05-24 06:02:36,BBC News - #Coronavirus: Leading economist warns 10 years #depression #debt https://t.co/0MhxFqqLSd,-0.765,-1,negative
1643,"FSU Tallahassee, Fl",2020-05-24 05:54:42,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,-1,negative
1644,,2020-05-24 05:49:48,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,-1,negative
1645,Germany,2020-05-24 05:45:00,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,-1,negative
1646,"Calgary, Alberta",2020-05-24 05:45:00,Could COVID-19 Finally Destigmatize #MentalIllness? https://t.co/8itePu1uUA #MentalHealth,0.0,0,neutral
1647,"Chico, CA",2020-05-24 05:36:07,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,-1,negative
1648,,2020-05-24 05:30:08,#Mental health extremely vital paid maximum attention unfortunate time #COVID19 pandemic. Read- https://t.co/I1UB1nkkEe clarity! #HealthyMind #Pandemic #Stress https://t.co/5XYJkEGA1y,-0.2261,-1,negative
1649,,2020-05-24 05:28:08,"Participants needed online survey! Topic: ""Analysis stressors stress relieving tactics COVID-19"" https://t.co/0xHzCXoXU0 via @SurveyCircle #covid19 #health #stress #StressRelievers #CovidInformation #survey @Governors_State #surveycircle https://t.co/1FIkKVN90S",-0.7574,-1,negative
1650,"Tokyo,Osaka,Japan",2020-05-24 05:25:20,Is Coronavirus harming mental health? Take quiz find out. #COVID #COVIDー19 #MentalHealthAwarenessMonth # mentalhealth #coronavirus #stress #anxiety #SaturdayMood https://t.co/r2diTe1v8O https://t.co/4wTAyNMgMq,-0.7964,-1,negative
1651,#Happiness #inspiration #love #grief #addiction #motivation #love #mindfulness,2020-05-24 05:15:05,WE NEED THIS NOW! This book lift up! #happiness #stress #gratitude #covid_19 #coronavirus https://t.co/KlgljeG6Qe,0.6892,1,positive
1652,Bayou country,2020-05-24 05:12:58,No. But depression causes suffering COVID-19 https://t.co/m7ZtWnxXXl likewise medically eradicated: https://t.co/SfIa1tJvFO #depression #mentalhealth #coronavirus,-0.9455,-1,negative
1653,"Spokane Valley, WA",2020-05-24 05:00:02,"#First #responders suffering #traumatic #stress #coronavirus #pandemic, leading #burnout #suicide. #recovery #awareness #trends https://t.co/wjmd7kvsGt",-0.9337,-1,negative
1654,"Brooklyn, NY",2020-05-24 04:59:35,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,-1,negative
1655,"Pennsylvania, USA",2020-05-24 04:59:18,Is Coronavirus harming mental health? Take quiz find out. #COVID #COVIDー19 #MentalHealthAwarenessMonth # mentalhealth #coronavirus #stress #anxiety #SaturdayMood https://t.co/r2diTe1v8O https://t.co/4wTAyNMgMq,-0.7964,-1,negative
1656,New York City,2020-05-24 04:52:05,Be Smart. Be SAFE. https://t.co/VKL1ZxZSKh CLICK: https://t.co/IN9IezZ3GH #StayAtHome #CoronavirusPandemic #COVIDー19 #coronavirus #paranormal #Metaphysical #spirituality #health #depression #books #amreading #mustread #greatreads #ebooks #Reading #book #bookboost #BYNR #pray https://t.co/5gpYagosbb,0.6037,1,positive
1657,New York City,2020-05-24 04:51:56,AMEN. https://t.co/VKL1ZxZSKh Touch: https://t.co/IN9IezZ3GH #coronavirus #CoronavirusPandemic #COVID19 #Covid19Out #ChinaVirus #ChinaLiedPeopleDied #depression #HealthcareHeroes #health #PrayerRequest #amreading #books #Reading #mustread #ebook #bynr #paranormal #spirituality https://t.co/13X2KiMmhU,-0.5719,-1,negative
1658,New York City,2020-05-24 04:51:52,Safety FIRST. https://t.co/VKL1ZxZSKh P U S H: https://t.co/IN9IezZ3GH #COVID2019 #LetsFightCovid19 #coronavirus #SocialDistancing #COVID19 #depression #paranormal #Metaphysical #spirituality #ebooks #book #amreading #books #greatreads #Prayer #Reading #mustread #BYNR https://t.co/L7DT7cxod8,-0.2263,-1,negative
1659,New York City,2020-05-24 04:51:47,Be SAFE. Be SMART. https://t.co/VKL1ZxZSKh TOUCH: https://t.co/IN9IezZ3GH #coronavirus #COVIDー19 #amreading #book #bookboost #books #depression #ebooks #greatreads #health #Metaphysical #spirituality #mustread #paranormal #pray #bookboost #Reading #BYNR #Prayer #COVID19 #read https://t.co/q8HeTRUXnP,0.6874,1,positive
1660,,2020-05-24 04:41:28,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,-1,negative
1661,,2020-05-24 04:27:43,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,-1,negative
1662,nyc,2020-05-24 04:22:44,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,-1,negative
1663,venus,2020-05-24 04:17:20,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,-1,negative
1664,"Baltimore, 地球, Cape Breton           P(A|B)=P(B|A)P(A)/P(B)",2020-05-24 04:15:57,"#HealthLogic #ScienceReality #Depression known increase incidence mortality cardiovascular, cancer, diseases. #Covid19 increasing depression, interconnected #anxiety #suicide. All #HealthProblems increasing #SharedFacts",-0.9493,-1,negative
1665,"Baltimore, 地球, Cape Breton           P(A|B)=P(B|A)P(A)/P(B)",2020-05-24 04:15:45,"#HealthLogic #ScienceReality #Depression known increase incidence mortality #cardiovascular, #cancer, diseases. #Covid19 increasing depression, interconnects #anxiety #suicide All #HealthProblems increasing #SharedFacts",-0.9493,-1,negative
1666,,2020-05-24 03:49:57,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,-1,negative
1667,,2020-05-24 03:45:21,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,-1,negative
1668,"Bay Area, CA",2020-05-24 03:39:59,Collision Crises: How Covid-19 Will Propel Drug Overdose From Bad To Worse. My latest @Forbes : https://t.co/7NH7Zb97gE #addiction #mentalhealth #COVID19 #pandemic #stress #anxiety #despair #treatment #recovery #publichealth #harmreduction #ChronicPain https://t.co/QTcsNdEV5c,-0.9313,-1,negative
